mkt_shr,Restaurant.name,Review.date,score_t0,score_t1,score_t2,score_t3,score_t4
0.02005730659025788,Gordito’s,201804,31.0,0.0,2.0,47.0,0.0
0.022922636103151862,Gracia,201804,0.0,14.0,20.0,25.0,13.0
0.02865329512893983,La Carta de Oaxaca,201804,28.0,7.0,7.0,47.0,46.0
0.03151862464183381,La Cocina Oaxaquena,201804,9.0,61.0,0.0,37.0,15.0
0.02005730659025788,Los Agaves,201804,19.0,27.0,7.0,43.0,0.0
0.034383954154727794,Mezcaleria Oaxaca,201804,16.0,0.0,50.0,52.0,13.0
0.0028653295128939827,Pecado Bueno,201804,0.0,0.0,-1.0,0.0,0.0
0.008595988538681949,Plaza Garibaldi,201804,0.0,0.0,0.0,21.0,-5.0
0.025787965616045846,Poquitos,201804,78.0,0.0,0.0,18.0,9.0
0.02005730659025788,Rosita’s Mexican Grill,201804,5.0,77.0,37.0,0.0,18.0
0.02005730659025788,Senor Moose Cafe,201804,13.0,0.0,29.0,20.0,46.0
0.1174785100286533,Tacos Chukis,201804,224.0,113.0,107.0,52.0,56.0
0.008595988538681949,Taquería Tequila Authentic Mexican Food,201804,0.0,0.0,20.0,0.0,0.0
0.022922636103151862,Villa Escondida,201804,13.0,12.0,30.0,0.0,36.0
